CBM_cost,Estado,fecha_de_salida,fecha_de_llegada,contenedor,codigo,producto,cantidad,costo,cantidad_por_caja,cantidad_de_cajass,cm_a,cm_l,cm_p,CBMM,CBM_TOTAL,costo_caja,costo_total_envio,costo_envio_unit,costo_unitario_prod,costo_total,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1904,CAMARA TIPO BOMBILLO BASE E27 1080P,"1,000.00",$2.82,100,10,73,41,41.5,$0.124,$1.24,$68.32,$683.15,$0.68,$3.50,3503.15225,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS0292 Negro,PISTOLA MASAJEADORA RECARGABLE SY-720 (NEGRO 800/ GRIS 80/ ROJO 80/ VERDE 80),"1,040.00",$2.30,40,26,69.5,30.5,30.5,$0.065,$1.68,$35.56,$924.53,$0.89,$3.19,3316.528963,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1805,CAMARA DE SEGURIDAD IP EXTERIORES CON PANEL SOLAR,96.00,$19.80,16,6,43,40,50,$0.086,$0.52,$47.30,$283.80,$2.96,$22.76,2184.6,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1784,"CLOSET ARMARIO GRANDE 128x45x170
(110NEGRO,50GRIS)",80.00,$5.45,10,8,61.5,57,41.5,$0.145,$1.16,$80.01,$640.10,$8.00,$13.45,1076.1043,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1906,"MASAJEADOR EMS DE ESTIRAMINETO FACIAL
ANTIARRUGAS 7 MODOS",100.00,$4.40,40,2.5,55.5,34,30.5,$0.058,$0.14,$31.65,$79.14,$0.79,$5.19,519.1360625,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1525,ZAPATERA DE METAL 6 NIVELES,306.00,$1.55,18,17,57,56,32,$0.102,$1.74,$56.18,$955.05,$3.12,$4.67,1429.3464,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1663 MASS2149,"ZAPATERA 4 NIVELES (190NEGRO,80BLANCO)",120.00,$0.75,40,3,40,52,40,$0.083,$0.25,$45.76,$137.28,$1.14,$1.89,227.28,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1054,PLUG ANAL RECARGABLE CON CONTROL MQCDHT02,40.00,$5.50,200,0.2,30,18,22,$0.012,$0.00,$6.53,$1.31,$0.03,$5.53,221.3068,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS0927,SET DE ESENCIA 6 PCS,300.00,$1.20,60,5,33,33,25,$0.027,$0.14,$14.97,$74.87,$0.25,$1.45,434.86875,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1979,Cuchillo Táctico Con Kit Supervivencia,80.00,$5.75,40,2,50,40,30,$0.060,$0.12,$33.00,$66.00,$0.83,$6.58,526,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,"MASS1009 NEGRO
MASS1011 BLANCO","DEPILADORA LASER 999999 FLASHES (NEGRO120, BLANCO120)",200.00,$7.00,40,5,54,44.5,35,$0.084,$0.42,$46.26,$231.29,$1.16,$8.16,1631.28875,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1898,"Cinta impermeable para reparación de grietas en techos, adecuada para metal, plástico, tejas onduladas, material de polietileno PE, resistente a la corrosión y al óxido",300.00,$1.40,30,10,100,22,22,$0.048,$0.48,$26.62,$266.20,$0.89,$2.29,686.2,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,"MASS2116MASS2117","RELOJ INTELIGENTE PARA NIÑO Q19 GPS
(180 azul, 120rosado)",300.00,$4.50,100,3,41.5,34,33,$0.047,$0.14,$25.61,$76.83,$0.26,$4.76,1426.82895,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,,PROYECTOR HY300 720,160.00,$21.80,20,8,61.6,28.5,45,$0.079,$0.63,$43.45,$347.61,$2.17,$23.97,3835.6088,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1932 MASS1933 MASS1934 MASS1935,Dildo fluorescente realista 18.5cm de Largo; 14cm Insertables; 3.5cm de Ancho rosa20/púrpura20/verde20/azul20/naranja20,100.00,$3.50,100,1,20,60,60,$0.072,$0.07,$39.60,$39.60,$0.40,$3.90,389.6,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1691,MASTURBADOR MASCULINO VAGINA,150.00,$1.10,150,1,70,50,50,$0.175,$0.18,$96.25,$96.25,$0.64,$1.74,261.25,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0615 MASS0616 MASS1171,"VIBRADOR RECARGABLE 30 VELOCIDADES YCYY3001U (250MORADO,250ROSADO,200NEGRO)",700.00,$100.00,7,100,27,33,0.03564,$0.000,$0.00,$0.02,$1.75,$0.00,$100.00,70001.74654,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2084,SET DE CABALLERO (NEGRO),300.00,$2.18,300,1,65,55,55,$0.197,$0.20,$108.14,$108.14,$0.36,$2.54,762.14375,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2085,SET DE CABALLERO,300.00,$2.18,300,1,65,55,55,$0.197,$0.20,$108.14,$108.14,$0.36,$2.54,762.14375,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1975,MAQUINA ELECTRICA QUITA PELUSA RECARGABLE,150.00,$1.38,80,1.875,68.5,35,44.5,$0.107,$0.20,$58.68,$110.02,$0.73,$2.11,317.0227734,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2019,CORNETA INALAMBRICA + 2 MICROFONOS,300.00,$2.32,50,6,54,40,39,$0.084,$0.51,$46.33,$277.99,$0.93,$3.25,973.992,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS2180,FUNDA EXTENSORA DE PENE 27 CM,100.00,$1.45,100,1,28,30,20,$0.017,$0.02,$9.24,$9.24,$0.09,$1.54,154.24,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2052,"CAMARA TIPO GOPRO
(Especificaciones )",240.00,$4.35,40,6,48,32,51,$0.078,$0.47,$43.08,$258.51,$1.08,$5.43,1302.5088,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1818,RELOJ INTELIGENTE S9 (3 CORREAS INCLUIDAS),800.00,$3.25,100,8,59.5,43.5,28.5,$0.074,$0.59,$40.57,$324.57,$0.41,$3.66,2924.56655,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1906,"MASAJEADOR EMS DE ESTIRAMINETO FACIAL
ANTIARRUGAS 7 MODOS",100.00,$3.50,40,2.5,55.5,34,30.5,$0.058,$0.14,$31.65,$79.14,$0.79,$4.29,429.1360625,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1875,Maquina Para Hacer Pasta Spaghetti Acero Inoxidable,72.00,$6.00,6,12,58,22,30,$0.038,$0.46,$21.05,$252.65,$3.51,$9.51,684.648,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,,PRODUCTOS NUEVOS,,,,,,,,,,,,,,,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1819,RELOJ INTELIGENTE SMARTWATCH S100,500.00,$4.75,100,5,59.5,43.5,28.5,$0.074,$0.37,$40.57,$202.85,$0.41,$5.16,2577.854094,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1823 MASS1824 MASS1825,"RELOJ INTELIGENTE P89 NEGRO (140NEGRO, 30 BLANCO, 30 DORADO)",200.00,$9.88,100,2,60,40,32,$0.077,$0.15,$42.24,$84.48,$0.42,$10.30,2060.48,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS0040,AUDIFONO INALAMBRICO F9,"1,000.00",$1.45,100,10,48,49,24,$0.056,$0.56,$31.05,$310.46,$0.31,$1.76,1760.464,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1331,TONER HP 12A,200.00,$2.80,20,10,52,32,50.5,$0.084,$0.84,$46.22,$462.18,$2.31,$5.11,1022.176,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1333,TONER SAMSUNG MLT-D111S,200.00,$3.50,20,10,53,32,50.5,$0.086,$0.86,$47.11,$471.06,$2.36,$5.86,1171.064,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2254,Extensor de pene Bola de Metal simple de 35 mm,50.00,$1.80,50,1,40,35,18,$0.025,$0.03,$13.86,$13.86,$0.28,$2.08,103.86,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1334,TONER SAMSUNG MLT-D101S,200.00,$3.50,20,10,53,32,50.5,$0.086,$0.86,$47.11,$471.06,$2.36,$5.86,1171.064,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS0518,STUD 100,"3,000.00",$0.79,500,6,48,31,39,$0.058,$0.35,$31.92,$191.51,$0.06,$0.85,2561.5056,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS2099,RADIO FM (NEGRO LED BLANCO ),120.00,$3.70,80,1.5,58,45.3,40,$0.105,$0.16,$57.80,$86.70,$0.72,$4.42,530.7042,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2241,VIBRADOR ANAL HUSH 2 CONTROLAO POR APP BY LOVENSE,120.00,,120,1,48,34,28,$0.046,$0.05,$25.13,$25.13,$0.21,,,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2244,Aceite de masaje corporal Aumento de pene xxxl 10 ml,150.00,$0.45,750,0.2,20,35,25,$0.018,$0.00,$9.63,$1.93,$0.01,$0.46,69.425,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0607,VIBRADOR MIGNON MARCA LEVETT CON APP REMOTO,120.00,$9.50,96,1.25,35,30,52,$0.055,$0.07,$30.03,$37.54,$0.31,$9.81,1177.5375,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2250 negro y rojo,Disfraz Sexy de conejita para mujer,80.00,$4.00,80,1,58,43,52,$0.130,$0.13,$71.33,$71.33,$0.89,$4.89,391.3284,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2256,Extensor de pene Bola de Metal triple de 35 mm,50.00,$2.80,50,1,40,35,20,$0.028,$0.03,$15.40,$15.40,$0.31,$3.11,155.4,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2252,PLUG ANAL FORMA DE PENE TALLA M,50.00,$2.40,50,1,38,38,22,$0.032,$0.03,$17.47,$17.47,$0.35,$2.75,137.4724,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1922,Estimulante Sexual Femenino Potenciador De Libido Y Orgasmo,128.00,$1.50,128,1,38,57,43,$0.093,$0.09,$51.23,$51.23,$0.40,$1.90,243.2259,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0992,CAMARA WIFFI MOTORIZADA,40.00,$3.90,20,2,42,62,41,$0.107,$0.21,$58.72,$117.44,$2.94,$6.84,273.4404,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1950,Juego de barajas 50 Positions Of Bondage,50.00,$1.40,250,0.2,30,15,22,$0.010,$0.00,$5.45,$1.09,$0.02,$1.42,71.089,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2237 MASS2238 MASS2239,"PLUG ANAL SILCION 50 negro,50rosa,50morado",150.00,$2.25,300,0.5,70,50,35,$0.123,$0.06,$67.38,$33.69,$0.22,$2.47,371.1875,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,,EAGLE,,,,,,,,,,,,,,,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1324,PISO VINIL AUTOADHESIVO 3039 ALTO TRAFICO 2MM GROSOR 914.4MM*152.4MM,100.00,$11.20,1,100,94,16.5,9,$0.014,$1.40,$7.68,$767.75,$7.68,$18.88,1887.745,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1880,PESO BALANZA CORPORAL DIGITAL NEGRA,300.00,$1.70,20,15,55,31,29,$0.049,$0.74,$27.19,$407.92,$1.36,$3.06,917.92125,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS2161,"PERFIL WALL PANEL HYYC025 30x30mm x 2,90m",100.00,$1.00,50,2,295,15,8.5,$0.038,$0.08,$20.69,$41.37,$0.41,$1.41,141.37375,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS2165,CINTA ADHESIVA DECORATIVA GRIS 3CM X 50MTS,180.00,$1.60,90,2,45,45,42,$0.085,$0.17,$46.78,$93.56,$0.52,$2.12,381.555,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1528,BOLSO LAPTOP THIMKPAD LENOVO GAMER IMPERMIABLE,140.00,$2.88,70,2,110,84,44.5,$0.411,$0.82,$226.15,$452.30,$3.23,$6.11,855.498,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,"MASS1549 35-40
MASS1627 41-45","PLANTILLAS ORTOPEDICAS CON GEL (35-40 150PCS, 41-45 150PCS)",300.00,$0.68,100,3,45,33,46,$0.068,$0.20,$37.57,$112.71,$0.38,$1.06,316.7115,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0942,AIRPODS PRO 2,300.00,$4.70,100,3,49.5,36.7,40.5,$0.074,$0.22,$40.47,$121.40,$0.40,$5.10,1531.397636,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1865,Máquina para hacer pasta calabacín (BLANCO),240.00,$0.80,120,2,63,39.5,45.5,$0.113,$0.23,$62.27,$124.55,$0.52,$1.32,316.549425,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0292 MASS0291 MASS0290 MASS0289,"PISTOLA MASAJEADORA RECARGABLE SY-720 (20Negras,20gris,10roja,10verde)",60.00,$3.60,20,3,44,34.1,43,$0.065,$0.19,$35.48,$106.45,$1.77,$5.37,322.45338,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0234 Gris,"HUMIFICADOR H20 GRIS (175GRIS,75BLANCO,50ROSADO)",300.00,$1.20,60,5,33,35,39,$0.045,$0.23,$24.77,$123.87,$0.41,$1.61,483.87375,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0200,Dispensador de agua recargable,420.00,$1.10,60,7,50.5,28,47,$0.066,$0.47,$36.55,$255.86,$0.61,$1.71,717.8633,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0889,BALANZA PERSONAL RECARGABLE,60.00,$1.75,20,3,54.5,25,28.5,$0.039,$0.12,$21.36,$64.07,$1.07,$2.82,169.0715625,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1976,MAQUINA AFEITAR KEMEI KM-1071 RECARGABLE,120.00,$4.80,40,3,65,29,43.5,$0.082,$0.25,$45.10,$135.30,$1.13,$5.93,711.295875,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0841,LUBRICANTE ANAL WATER OLO 60 ML,300.00,$0.85,100,3,52,39,31,$0.063,$0.19,$34.58,$103.73,$0.35,$1.20,358.7322,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,,PEDIDO SEXSHOP,,,,,,,,,,,,,,,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,ROSADA,VARITA MAGICA CLITORI RECARGABLE METALIZADA,50.00,$1.90,50,1,27,21,43,$0.024,$0.02,$13.41,$13.41,$0.27,$2.17,108.40955,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,"MASS1172
MASS0603","CONSOLADOR DOBLE CABEZA WBDS001 (TRASPARENTE70, NEGRO80)",150.00,$0.60,150,1,38,54,28,$0.057,$0.06,$31.60,$31.60,$0.21,$0.81,121.6008,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,"MASS2102MASS2103MASS2104MASS2105MASS2106MASS2107MASS2108MASS2109","ANILLO INTELIGENTE (Negro 8-25,9-50,10-25,11-10)
(plata 8-25,9-30,10-25,11-10)",200.00,$6.95,100,2,40,32,23.7,$0.030,$0.06,$16.68,$33.37,$0.17,$7.12,1423.3696,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0364 MASS0367 MASS0363 MASS0366,"PLUG ANAL SET 3 UNIDADES METALPLUGSET (ROSA50,MORADO50,TRASPARENTE50,AZUL50)",200.00,$3.03,50,4,36,34,20,$0.024,$0.10,$13.46,$53.86,$0.27,$3.30,659.856,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1760,Consolador Anal 14cm Con Ventosa Adherente De Tpe Médico,50.00,$0.55,150,0.3333333333,30,41,34,$0.042,$0.01,$23.00,$7.67,$0.15,$0.70,35.167,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0745,CONSOLADOR CORAZON VIDRIO CRISTAL GXNBL01 (CORAZON100),100.00,$2.20,60,1.666666667,26,25,42,$0.027,$0.05,$15.02,$25.03,$0.25,$2.45,245.025,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS2098,"RELOJ DESPERTADOR CARGADOR
(93NEGRO) BLANCO 27",120.00,$4.90,30,4,43.5,27,22,$0.026,$0.10,$14.21,$56.85,$0.47,$5.37,644.8458,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0288,MASAJEADOR DE CUELLO RECARGABLE CON 4 ELECTRODOS,300.00,$2.32,60,5,63.5,37,53.5,$0.126,$0.63,$69.13,$345.67,$1.15,$3.47,1041.670188,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0128,CASE EXTERNO 2.5 USB 3.0 NEGRO,100.00,$1.52,100,1,40,32,53,$0.068,$0.07,$37.31,$37.31,$0.37,$1.89,189.312,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1818,RELOJ INTELIGENTE S9 (3 CORREAS INCLUIDAS) 175 NEGRO 50NARANJA 75 GRIS,300.00,$3.25,100,3,59.5,43.5,28.5,$0.074,$0.22,$40.57,$121.71,$0.41,$3.66,1096.712456,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,"MASS2092MASS2093MASS2094","RODILLERA COMPLETA ELASTICA
(GRIS M100,L140,60XL)",300.00,$0.65,200,1.5,60,34,57,$0.116,$0.17,$63.95,$95.93,$0.32,$0.97,290.931,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,"MASS0289
MASS0291
MASS0292",PISTOLA MASAJEADORA RECARGABLE SY-720 NEGRO120/GRIS 75/ROJO 60/VERDE59,315.00,$2.45,45,7,52,30,44.5,$0.069,$0.49,$38.18,$267.27,$0.85,$3.30,1039.017,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2134,Teclado Bluetooth Plegable Inalambrico Portatil,40.00,$11.40,40,1,41.2,29,20,$0.024,$0.02,$13.14,$13.14,$0.33,$11.73,469.1428,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1377,HIDROYET RECARGABLE 48VF (Con maleta y boquilla),150.00,$8.00,10,15,77,25.5,49,$0.096,$1.44,$52.92,$793.74,$5.29,$13.29,1993.744875,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,"MASS0382MASS0384MASS0379MASS0385MASS0381","PLUG ANAL TALLA M ROJO rosa,azul,rojo,morado,transparente",200.00,$0.88,250,0.8,20,34,20,$0.014,$0.01,$7.48,$5.98,$0.03,$0.91,181.984,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,"MASS1953
MASS1954","Tongue Licking Slap Vibrator Clitoris Stimulation Adult Sex Toys Female G Spot Orgasm Oral Sex Rose Dildo Vibrator(15ROSA,MORADO15)",60.00,$7.45,50,1.2,55.5,40,33,$0.073,$0.09,$40.29,$48.35,$0.81,$8.26,495.3516,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0040,AUDIFONO INALAMBRICO F9,400.00,$1.45,100,4,48,49,24,$0.056,$0.23,$31.05,$124.19,$0.31,$1.76,704.1856,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1821,AUDIFONO GQ-11 PLATEADO,150.00,$3.08,100,1.5,50,25,53,$0.066,$0.10,$36.44,$54.66,$0.36,$3.44,516.65625,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1800,AUDIFONO INALAMBRICO RECARGABLE M41,350.00,$2.30,100,3.5,44,24,52,$0.055,$0.19,$30.20,$105.71,$0.30,$2.60,910.7056,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS2200,RODILLERA CON CALEFACCION USB,100.00,$2.58,150,0.6666666667,53,41,43,$0.093,$0.06,$51.39,$34.26,$0.34,$2.92,292.2609667,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,,MAQUINA ELECTRICA PARA HACER COPOS DE NIEVE OTTO,1.00,$155.00,1,1,65,85,75,$0.414,$0.41,$227.91,$227.91,$227.91,$382.91,382.90625,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1315,AUDIFONO INALAMBRICO RECARGABLE M90 PRO,300.00,$1.75,100,3,52,42,24,$0.052,$0.16,$28.83,$86.49,$0.29,$2.04,611.4864,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1801,RELOJ INTELIGENTE S16 NEGRO + CORREA ADICIONAL (ROSADA),300.00,$3.80,100,3,48,49,24,$0.056,$0.17,$31.05,$93.14,$0.31,$4.11,1233.1392,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS2194,SET DE CAJAS ACRILICA PARA ZAPATOS (Que material),204.00,$1.80,20,10.2,74,41.5,31,$0.095,$0.97,$52.36,$534.08,$2.62,$4.42,901.27761,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1788,PROYECTOR ESTRELLAS DE LUCES DE GALAXIA ASTRONAUTA,288.00,$3.80,48,6,40,40.5,35.5,$0.058,$0.35,$31.63,$189.78,$0.66,$4.46,1284.183,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,,PEDIDO ELECTRONICA,,,,,,,,,,,,,,,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS2166,CINTA ADHESIVA DECORATIVA GRIS 4CM X 50MTS,120.00,$1.90,60,2,45,45,42,$0.085,$0.17,$46.78,$93.56,$0.78,$2.68,321.555,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,"MASS2187
MASS2188
MASS2189","Champú Meidu Cubre Canas 3 En 1 500 Ml Ojo Original
(180 black,80 brow, 40 dark whine red )",300.00,$1.90,1,300,11.5,7.5,25.5,$0.002,$0.66,$1.21,$362.90,$1.21,$3.11,932.896875,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,,TAPAS Y CORREDERAS ESTANTES METALICOS,12.00,$25.00,6,2,65,85,75,$0.414,$0.83,$227.91,$455.81,$37.98,$62.98,755.8125,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS2163,CINTA ADHESIVA DECORATIVA GRIS 1CM X 50MTS,990.00,$0.65,330,3,45,45,42,$0.085,$0.26,$46.78,$140.33,$0.14,$0.79,783.8325,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS2162,"PERFIL WALL PANEL AZUL 095 30x30mm x 2,90m",100.00,$1.00,50,2,295,15,8.5,$0.038,$0.08,$20.69,$41.37,$0.41,$1.41,141.37375,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2222,Luz de techo LED montada en superficie moderna inteligente IP44 para el hogar,100.00,$2.85,10,10,64,28,55,$0.099,$0.99,$54.21,$542.08,$5.42,$8.27,827.08,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1328,PISO VINIL AUTOADHESIVO 3043 ALTO TRAFICO 2MM GROSOR 914.4MM*152.4MM,150.00,$11.20,1,150,94,16.5,9,$0.014,$2.09,$7.68,"$1,151.62",$7.68,$18.88,2831.6175,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1315,AUDIFONO INALAMBRICO RECARGABLE M90 PRO,300.00,$1.75,100,3,52,43,24,$0.054,$0.16,$29.52,$88.55,$0.30,$2.05,613.5456,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS1722,Rabbit Vibrator Sex Toys for Women 10 Frequency Vaginal Anal Massager G Spot (VERDE40),60.00,$4.98,90,0.6666666667,72,34,54,$0.132,$0.09,$72.71,$48.47,$0.81,$5.79,347.2704,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS2155,"PERFIL WALL PANEL YC101 NEGRO 30x30mm x 2,90m",100.00,$1.00,50,2,295,15,8.5,$0.038,$0.08,$20.69,$41.37,$0.41,$1.41,141.37375,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,,PEDIDO SEXSHOP,,,,,,,,,,,,,,,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1732,"Manga extensora, manga para pene, manga con vibración Recargable",50.00,$5.00,50,1,36,36,36,$0.047,$0.05,$25.66,$25.66,$0.51,$5.51,275.6608,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2253,PLUG ANAL FORMA DE PENE TALLA L,40.00,$3.58,40,1,38,38,22,$0.032,$0.03,$17.47,$17.47,$0.44,$4.02,160.6724,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0518,STUD 100,"1,500.00",$0.86,300,5,48,31,39,$0.058,$0.29,$31.92,$159.59,$0.11,$0.97,1449.588,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1476,CONSOLADOR REALISTICO EXTRAGRANDE piel,80.00,$6.84,80,1,60,37,34,$0.075,$0.08,$41.51,$41.51,$0.52,$7.36,588.714,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1472,VARITA MAGICA XQVS015 3 CABEZALES,30.00,$7.80,30,1,51,42,26,$0.056,$0.06,$30.63,$30.63,$1.02,$8.82,264.6306,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS2181,KIT DE 3 ANILLO RETARDANTE DE PENE,100.00,$0.18,80,1.25,35,20,20,$0.014,$0.02,$7.70,$9.63,$0.10,$0.28,27.625,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS1692,MASTURBADOR MASCULINO ANO,150.00,$1.10,150,1,70,50,42,$0.147,$0.15,$80.85,$80.85,$0.54,$1.64,245.85,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2251,PLUG ANAL FORMA DE PENE TALLA S,60.00,$1.85,50,1.2,30,22,18,$0.012,$0.01,$6.53,$7.84,$0.13,$1.98,118.8408,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS2157,"PERFIL WALL PANEL GRIS CLARO YC6001 30x30mm x 2,90m",100.00,$1.00,50,2,295,15,8.5,$0.038,$0.08,$20.69,$41.37,$0.41,$1.41,141.37375,,,,
550,Entregado,8/11/2025,,CONTENEDOR BERLIN,MASS0149,CONSOLADOR REALISTA DOBLE CAPA ARCOIRIS YMDCYJ01,30.00,$6.80,40,0.75,46,44,40,$0.081,$0.06,$44.53,$33.40,$1.11,$7.91,237.396,,,,
550,Entregado,8/11/2025,,CONTENEDOR MADRID,MASS2255,Extensor de pene Bola de Metal doble de 35 mm,50.00,$2.25,50,1,40,35,20,$0.028,$0.03,$15.40,$15.40,$0.31,$2.56,127.9,,,,
