"Bodega","Ubicación","Categoría Artículo Padre","Categoría Artículo","Artículo","Peso","Unidad Medida Peso","Lote","Serie","Unidad Medida","Cantidad","Tipo Transacción","Transacción","Codigo Transacción","Fecha Transacción","Fecha Vencimiento","Bodega Destino","Módulo Origen","Descripción Movimiento","Usuario"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2630-TERMO OWALA 32 OZ ESTAMPADO LEOPARDO ROSA","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262906","00000000000000038675","04/09/2026 01:49 PM","-","-","FACTURACION","LB 210993574","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0615-VIBRADOR RECARGABLE 30 VELOCIDADES ROSADO YCYY3001U","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262907","00000000000000038676","04/09/2026 01:52 PM","-","-","FACTURACION","SP-210985628
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0289-PISTOLA MASAJEADORA ELECTRICA SY-720 ROJO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262907","00000000000000038676","04/09/2026 01:52 PM","-","-","FACTURACION","SP-210985628
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1265-SET DE SARTENES HIERRO FUNDIDO 6 8 Y 12 PULGADAS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262910","00000000000000038677","04/09/2026 01:55 PM","-","-","FACTURACION","SP-210987224
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1651-ORGANIZADOR DE BANO 40/50cm","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262911","00000000000000043291","04/09/2026 01:55 PM","-","-","FACTURACION","VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1875-MAQUINA PARA HACER PASTA SPAGHETTI ACERO INOXIDABLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262912","00000000000000043292","04/09/2026 01:57 PM","-","-","FACTURACION","VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1525-ZAPATERA DE METAL 6 NIVELES","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262914","00000000000000043293","04/09/2026 01:57 PM","-","-","FACTURACION","VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2725-RIZADOR DE CABELLO USB NEGRO CON FUCSIA","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262915","00000000000000038678","04/09/2026 01:58 PM","-","-","FACTURACION","KA 211008819
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS0826-CORRECTOR DE JUANETE","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262916","00000000000000043294","04/09/2026 02:00 PM","-","-","FACTURACION","VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-26-RAF","MASS2370-REMOVEDOR DE PELUSA R.4100 RAF","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262917","00000000000000043295","04/09/2026 02:02 PM","-","-","FACTURACION","Garantía. 7 días continuos tras la entrega por defectos de fábrica. No aplica en casos de mal uso, negligencia o fallas eléctricas, picos de voltaje.      
VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS1657-MAQUINA KEMEI 4 EN 1 KM-6630","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262918","00000000000000043296","04/09/2026 02:03 PM","-","-","FACTURACION","Garantía. 7 días continuos tras la entrega por defectos de fábrica. No aplica en casos de mal uso, negligencia o fallas eléctricas, picos de voltaje.      
VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-16-FERRETERIA","MASS2067-JUEGO DE DADOS MILIMÉTRICOS DE 12 PIEZAS CON RACHET GRANDE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262919","00000000000000043297","04/09/2026 02:04 PM","-","-","FACTURACION","VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2410-TERMO OWALA 32 OZ VERDE MENTA","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262922","00000000000000043298","04/09/2026 02:08 PM","-","-","FACTURACION","VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1172-CONSOLADOR DOBLE CABEZA TRANSPARENTE WBDS001","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262923","00000000000000043299","04/09/2026 02:08 PM","-","-","FACTURACION","VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS1205-SET DE LIGAS DE RESISTENCIA 5PCS","-","-","-","-","Unid","7.00","AJE-Ajuste de Entrada (+) ","33202609000000262924","2026090003","04/09/2026 02:11 PM","-","-","INVENTARIOS","MFLC SOBRANTE VALIDADO CON JUAN CARLOS MARIN","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS1203-SET DE BANDAS DE EJERCICIOS COLORES","-","-","-","-","Unid","3.00","AJE-Ajuste de Entrada (+) ","33202609000000262924","2026090003","04/09/2026 02:11 PM","-","-","INVENTARIOS","MFLC SOBRANTE VALIDADO CON JUAN CARLOS MARIN","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-02-ACCESORIOS VARIOS","MASS1662-PENDULO BALANCE BALL 9*7.5cm","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262925","00000000000000043300","04/09/2026 02:10 PM","-","-","FACTURACION","VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS2590-KIT TECLADO Y MOUSE LED TF200","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262926","00000000000000043301","04/09/2026 02:11 PM","-","-","FACTURACION","Garantía. 7 días continuos tras la entrega por defectos de fábrica. No aplica en casos de mal uso, negligencia o fallas eléctricas, picos de voltaje.      
VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS2216-MASAJEADOR DE PIE PROFUNDO TERMICO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262927","00000000000000043302","04/09/2026 02:12 PM","-","-","FACTURACION","Garantía. 7 días continuos tras la entrega por defectos de fábrica. No aplica en casos de mal uso, negligencia o fallas eléctricas, picos de voltaje.      
VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0291-PISTOLA MASAJEADORA ELECTRICA SY-720 GRIS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262928","00000000000000043303","04/09/2026 02:16 PM","-","-","FACTURACION","Garantía. 7 días continuos tras la entrega por defectos de fábrica. No aplica en casos de mal uso, negligencia o fallas eléctricas, picos de voltaje.      
VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-17-AUDIO Y VIDEO","MASS2196-BATERIA DRON E88","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262929","00000000000000043304","04/09/2026 02:18 PM","-","-","FACTURACION","Garantía. 7 días continuos tras la entrega por defectos de fábrica. No aplica en casos de mal uso, negligencia o fallas eléctricas, picos de voltaje.      
VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS1205-SET DE LIGAS DE RESISTENCIA 5PCS","-","-","-","-","Unid","7.00","AJE-Ajuste de Entrada (+) ","33202609000000262932","2026090004","04/09/2026 02:37 PM","-","-","INVENTARIOS","MFLC SOBRANTE VALIDADO CON JUAN CARLOS MARIN ALMACEN","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS1203-SET DE BANDAS DE EJERCICIOS COLORES","-","-","-","-","Unid","3.00","AJE-Ajuste de Entrada (+) ","33202609000000262932","2026090004","04/09/2026 02:37 PM","-","-","INVENTARIOS","MFLC SOBRANTE VALIDADO CON JUAN CARLOS MARIN ALMACEN","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-24-REVESTIMIENTO","MASS2396-ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3472-4Y4 40 CM X 3M DE 3MM","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262933","00000000000000038679","04/09/2026 02:29 PM","-","-","FACTURACION","SP–211241801
RETIRO EN PGR","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1640-MINI PICADOR ELECTRICO DE VERDURA 4 EN 1 USB","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262936","00000000000000043305","04/09/2026 02:31 PM","-","-","FACTURACION","VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0364-PLUG ANAL SET 3 UNIDADES ROSADO METALPLUGSET","-","-","-","-","Unid","1.00","TRS-Traslado Inventario Salida (-) ","33202609000000262937","2026090014","04/09/2026 02:31 PM","-","ALM-AUDITAR-ALMACEN AUDITAR","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0601-VIBRADOR CONSOLADOR REALISTICO JELLY MORADO","-","-","-","-","Unid","2.00","TRS-Traslado Inventario Salida (-) ","33202609000000262937","2026090014","04/09/2026 02:31 PM","-","ALM-AUDITAR-ALMACEN AUDITAR","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0612-VIBRADOR REALISTICO YUECHAO MORADO BLDZD001","-","-","-","-","Unid","1.00","TRS-Traslado Inventario Salida (-) ","33202609000000262937","2026090014","04/09/2026 02:31 PM","-","ALM-AUDITAR-ALMACEN AUDITAR","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2788-ESENCIA HANKEY VAINILLA","-","-","-","-","Unid","1.00","TRS-Traslado Inventario Salida (-) ","33202609000000262937","2026090014","04/09/2026 02:31 PM","-","ALM-AUDITAR-ALMACEN AUDITAR","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-17-AUDIO Y VIDEO","MASS2054-CAMARA TIPO GOPRO AZUL","-","-","-","-","Unid","1.00","TRS-Traslado Inventario Salida (-) ","33202609000000262937","2026090014","04/09/2026 02:31 PM","-","ALM-AUDITAR-ALMACEN AUDITAR","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-26-RAF","MASS2358-PLANCHA A VAPOR DE MANO NEGRA 800W R.91313B-110 RAF","-","-","-","-","Unid","1.00","TRS-Traslado Inventario Salida (-) ","33202609000000262937","2026090014","04/09/2026 02:31 PM","-","ALM-AUDITAR-ALMACEN AUDITAR","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2639-TERMO OWALA 30 ONZ 900 ML MORADO","-","-","-","-","Unid","1.00","TRS-Traslado Inventario Salida (-) ","33202609000000262937","2026090014","04/09/2026 02:31 PM","-","ALM-AUDITAR-ALMACEN AUDITAR","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1702-HUEVO MASTURBADOR MASCULINO TEXTURIZADO BOCA ROSADO","-","-","-","-","Unid","1.00","TRS-Traslado Inventario Salida (-) ","33202609000000262937","2026090014","04/09/2026 02:31 PM","-","ALM-AUDITAR-ALMACEN AUDITAR","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-AUDITAR-ALMACEN AUDITAR","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0364-PLUG ANAL SET 3 UNIDADES ROSADO METALPLUGSET","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000262938","2026090014","04/09/2026 02:31 PM","-","-","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-AUDITAR-ALMACEN AUDITAR","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0601-VIBRADOR CONSOLADOR REALISTICO JELLY MORADO","-","-","-","-","Unid","2.00","TRE-Traslado Inventario Entrada (+) ","33202609000000262938","2026090014","04/09/2026 02:31 PM","-","-","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-AUDITAR-ALMACEN AUDITAR","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0612-VIBRADOR REALISTICO YUECHAO MORADO BLDZD001","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000262938","2026090014","04/09/2026 02:31 PM","-","-","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-AUDITAR-ALMACEN AUDITAR","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2788-ESENCIA HANKEY VAINILLA","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000262938","2026090014","04/09/2026 02:31 PM","-","-","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-AUDITAR-ALMACEN AUDITAR","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-17-AUDIO Y VIDEO","MASS2054-CAMARA TIPO GOPRO AZUL","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000262938","2026090014","04/09/2026 02:31 PM","-","-","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-AUDITAR-ALMACEN AUDITAR","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-26-RAF","MASS2358-PLANCHA A VAPOR DE MANO NEGRA 800W R.91313B-110 RAF","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000262938","2026090014","04/09/2026 02:31 PM","-","-","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-AUDITAR-ALMACEN AUDITAR","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2639-TERMO OWALA 30 ONZ 900 ML MORADO","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000262938","2026090014","04/09/2026 02:31 PM","-","-","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-AUDITAR-ALMACEN AUDITAR","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1702-HUEVO MASTURBADOR MASCULINO TEXTURIZADO BOCA ROSADO","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000262938","2026090014","04/09/2026 02:31 PM","-","-","INVENTARIOS","JH CASHEA FAC 38017-38002-37973-37812-38018-37950-37985-38146-37895","LIDERADMIN@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2652-MASAJEADOR REDUCTOR DE CELULITIS TERAPIA INFRAROJO BLANCO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262939","00000000000000043306","04/09/2026 02:34 PM","-","-","FACTURACION","Garantía. 7 días continuos tras la entrega por defectos de fábrica. No aplica en casos de mal uso, negligencia o fallas eléctricas, picos de voltaje.      
VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS0153-CONTROL AIRE ACONDICIONADO UNIVERSAL K-1028E","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262941","00000000000000043307","04/09/2026 02:36 PM","-","-","FACTURACION","Garantía. 7 días continuos tras la entrega por defectos de fábrica. No aplica en casos de mal uso, negligencia o fallas eléctricas, picos de voltaje.      
VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS0626-MOUSE ALAMBRICO HP X500","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262942","00000000000000038680","04/09/2026 02:38 PM","-","-","FACTURACION","KA 211171198","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS2614-CORTADOR MANUAL DE PAPAS ACERO INOXIDABLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262942","00000000000000038680","04/09/2026 02:38 PM","-","-","FACTURACION","KA 211171198","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0687-ANILLO VIBRADOR RETARDANTE DOBLE RC007","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262942","00000000000000038680","04/09/2026 02:38 PM","-","-","FACTURACION","KA 211171198","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-14-ILUMINACION","MASS1798-ANTORCHA SOLAR DE LLAMA LED IMPERMIABLE PARA JARDIN DECORACION","-","-","-","-","Unid","10.00","FVE-Factura de Venta (-) ","33202609000000262943","00000000000000043308","04/09/2026 02:39 PM","-","-","FACTURACION","Garantía. 7 días continuos tras la entrega por defectos de fábrica. No aplica en casos de mal uso, negligencia o fallas eléctricas, picos de voltaje.      
VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2059-RAZURADORA PARA DAMA ROSADA","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262944","00000000000000038681","04/09/2026 02:39 PM","-","-","FACTURACION","SP–211072918
CAD","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-14-ILUMINACION","MASS2056-BOMBILLOS VINTAGE5 METERS 20 LIGHTS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262945","00000000000000043309","04/09/2026 02:40 PM","-","-","FACTURACION","Garantía. 7 días continuos tras la entrega por defectos de fábrica. No aplica en casos de mal uso, negligencia o fallas eléctricas, picos de voltaje.      
VR","SUPERVISORONLINE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS0234-HUMIDIFICADOR H2O GRIS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262946","00000000000000038682","04/09/2026 02:40 PM","-","-","FACTURACION","LB 211177685
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS1976-MAQUINA AFEITAR KEMEI KM-1071 RECARGABLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262946","00000000000000038682","04/09/2026 02:40 PM","-","-","FACTURACION","LB 211177685
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS0329-MOUSE PAD MAPA MUNDI","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262946","00000000000000038682","04/09/2026 02:40 PM","-","-","FACTURACION","LB 211177685
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0288-MASAJEADOR DE CUELLO JT-600 HR210810-1","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262946","00000000000000038682","04/09/2026 02:40 PM","-","-","FACTURACION","LB 211177685
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1875-MAQUINA PARA HACER PASTA SPAGHETTI ACERO INOXIDABLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262948","00000000000000038683","04/09/2026 02:41 PM","-","-","FACTURACION","SP-211075420","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2628-TERMO OWALA 32 OZ NEGRO CON GRIS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262949","00000000000000038684","04/09/2026 02:42 PM","-","-","FACTURACION","KA 211174453","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1377-HIDROJET PORTATIL RECARGABLE 48VF","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000262950","00000000000000038685","04/09/2026 02:43 PM","-","-","FACTURACION","SP-211075656
CAD","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-14-ILUMINACION","MASS2027-LÁMPARA ESFERA DE CRISTAL GALAXIA 6CM","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000262952","00000000000000038686","04/09/2026 02:44 PM","-","-","FACTURACION","LB 211170023
INICIAL 0$
CAD","CAJACASHEA@MASSHOPPING.COM.VE"
